s,Pa,Pa,m/s,m/s,m/s,m3/s
 8.4590927E+000,-3.1969170E-003, 7.4190581E-004, 1.1538407E-001,-4.9998654E-003, 2.4234905E-003, 8.9999983E-001
 9.0915483E+000,-3.3051513E-003, 7.3739000E-004, 1.1309091E-001,-4.8177576E-003, 2.1127238E-003, 8.9999996E-001
 9.7240038E+000,-3.2482845E-003, 7.3297603E-004, 1.1004321E-001,-3.9648647E-003, 8.6280767E-004, 8.9999999E-001
 1.0356459E+001,-3.2863624E-003, 7.2858320E-004, 1.0727585E-001,-2.8283021E-003,-8.9371880E-004, 9.0000000E-001
 1.0988915E+001,-3.4836174E-003, 7.2454924E-004, 1.0574648E-001,-1.6711336E-003,-2.4461872E-003, 9.0000000E-001
 1.1621370E+001,-3.7536970E-003, 7.2077384E-004, 1.0602962E-001,-6.8291433E-004,-3.1171546E-003, 9.0000000E-001
 1.2332883E+001,-4.0429095E-003, 7.1645092E-004, 1.0840488E-001, 1.0033644E-005,-2.5404908E-003, 9.0000000E-001
 1.2965338E+001,-4.3100386E-003, 7.1179994E-004, 1.1226290E-001, 2.5793793E-004,-9.7013469E-004, 9.0000000E-001
 1.3597794E+001,-4.5450716E-003, 7.0767064E-004, 1.1619318E-001, 1.3391915E-004, 7.7057786E-004, 9.0000000E-001
 1.4230249E+001,-4.7742849E-003, 7.0394087E-004, 1.1916005E-001,-1.2537990E-004, 2.0538488E-003, 9.0000000E-001
 1.4862705E+001,-4.9895650E-003, 7.0026211E-004, 1.2026517E-001,-2.5573663E-004, 2.3923340E-003, 9.0000000E-001
 1.5495161E+001,-5.1852508E-003, 6.9633198E-004, 1.1936133E-001,-8.7882542E-005, 1.6219367E-003, 9.0000000E-001
 1.6127616E+001,-5.3685820E-003, 6.9234530E-004, 1.1710922E-001, 3.4677734E-004,-7.3200498E-005, 9.0000000E-001
 1.6839129E+001,-5.5642260E-003, 6.8851453E-004, 1.1444301E-001, 8.7231062E-004,-2.2743101E-003, 9.0000000E-001
 1.7471584E+001,-5.7688968E-003, 6.8510794E-004, 1.1252034E-001, 1.1691837E-003,-3.9579623E-003, 9.0000000E-001
 1.8104040E+001,-5.9610027E-003, 6.8187348E-004, 1.1182377E-001, 1.0129346E-003,-4.2442488E-003, 9.0000000E-001
 1.8736495E+001,-6.1372828E-003, 6.7843604E-004, 1.1209964E-001, 3.4225430E-004,-2.9690166E-003, 9.0000000E-001
 1.9368951E+001,-6.2891545E-003, 6.7514428E-004, 1.1295288E-001,-7.6793087E-004,-4.9299918E-004, 9.0000000E-001
 2.0001406E+001,-6.4095977E-003, 6.7220228E-004, 1.1387872E-001,-2.0437301E-003, 2.3087795E-003, 9.0000000E-001
 2.0712919E+001,-6.4964679E-003, 6.6905986E-004, 1.1446570E-001,-3.1035521E-003, 4.5071378E-003, 9.0000000E-001
 2.1345374E+001,-6.5445353E-003, 6.6557886E-004, 1.1446697E-001,-3.4010054E-003, 5.1254094E-003, 9.0000000E-001
 2.1977830E+001,-6.5696652E-003, 6.6220246E-004, 1.1405319E-001,-2.7577972E-003, 4.0823540E-003, 9.0000000E-001
 2.2610285E+001,-6.5994153E-003, 6.5904455E-004, 1.1353973E-001,-1.3726587E-003, 1.9740171E-003, 9.0000000E-001
 2.3242741E+001,-6.6483590E-003, 6.5608668E-004, 1.1319302E-001, 3.4051443E-004,-3.3951948E-004, 9.0000000E-001
 2.3875196E+001,-6.7178933E-003, 6.5309186E-004, 1.1315728E-001, 1.8720113E-003,-1.9969195E-003, 9.0000000E-001
 2.4586709E+001,-6.8097532E-003, 6.4976903E-004, 1.1349431E-001, 2.8131962E-003,-2.4505180E-003, 9.0000000E-001
 2.5219164E+001,-6.9177590E-003, 6.4643988E-004, 1.1415036E-001, 2.8353114E-003,-1.6189876E-003, 9.0000000E-001
 2.5851620E+001,-7.0321598E-003, 6.4342708E-004, 1.1496251E-001, 2.0854175E-003,-1.6082308E-004, 9.0000000E-001
 2.6484075E+001,-7.1503708E-003, 6.4053335E-004, 1.1581268E-001, 9.6525383E-004, 1.1878920E-003, 9.0000000E-001
 2.7116531E+001,-7.2624456E-003, 6.3771414E-004, 1.1652105E-001,-3.2763070E-005, 1.7796007E-003, 9.0000000E-001
 2.7748986E+001,-7.3633153E-003, 6.3498831E-004, 1.1692305E-001,-4.9449818E-004, 1.3225634E-003, 9.0000000E-001
 2.8381442E+001,-7.4533161E-003, 6.3242302E-004, 1.1692932E-001,-2.6137507E-004,-5.1810248E-006, 9.0000000E-001
 2.9092954E+001,-7.5369389E-003, 6.2981043E-004, 1.1651101E-001, 5.7283578E-004,-1.7296149E-003, 9.0000000E-001
 2.9725410E+001,-7.6054144E-003, 6.2713396E-004, 1.1578654E-001, 1.5567175E-003,-2.9826087E-003, 9.0000000E-001
 3.0357866E+001,-7.6540619E-003, 6.2455550E-004, 1.1499963E-001, 2.1701307E-003,-3.1966660E-003, 9.0000000E-001
 3.0990321E+001,-7.6911579E-003, 6.2201822E-004, 1.1431170E-001, 2.1871871E-003,-2.4067731E-003, 9.0000000E-001
 3.1622777E+001,-7.7226678E-003, 6.1947960E-004, 1.1388239E-001, 1.5556009E-003,-9.5655649E-004, 9.0000000E-001
 3.2255232E+001,-7.7534351E-003, 6.1686577E-004, 1.1378104E-001, 4.6230892E-004, 5.6691411E-004, 9.0000000E-001
 3.2966745E+001,-7.7886733E-003, 6.1406140E-004, 1.1398190E-001,-8.1654444E-004, 1.6176990E-003, 9.0000000E-001
 3.3599200E+001,-7.8286683E-003, 6.1132840E-004, 1.1433355E-001,-1.8025900E-003, 1.7488492E-003, 9.0000000E-001
 3.4231656E+001,-7.8717655E-003, 6.0884439E-004, 1.1462269E-001,-2.1984888E-003, 1.0773719E-003, 9.0000000E-001
 3.4864111E+001,-7.9190461E-003, 6.0637501E-004, 1.1473034E-001,-2.0360989E-003, 3.3978911E-005, 9.0000000E-001
 3.5496567E+001,-7.9681927E-003, 6.0387235E-004, 1.1461119E-001,-1.4629143E-003,-8.8638774E-004, 9.0000000E-001
 3.6129022E+001,-8.0168484E-003, 6.0141338E-004, 1.1433800E-001,-7.3843381E-004,-1.3078865E-003, 9.0000000E-001
 3.6840535E+001,-8.0656842E-003, 5.9894253E-004, 1.1407342E-001,-9.2918515E-005,-1.0940514E-003, 9.0000000E-001
 3.7472990E+001,-8.1091728E-003, 5.9656709E-004, 1.1405745E-001, 2.3886835E-004,-4.3322324E-004, 9.0000000E-001
 3.8105446E+001,-8.1433617E-003, 5.9432947E-004, 1.1439645E-001, 2.0114266E-004, 2.4392393E-004, 9.0000000E-001
 3.8737901E+001,-8.1714191E-003, 5.9204965E-004, 1.1501683E-001,-1.2346991E-004, 6.4893330E-004, 9.0000000E-001
 3.9370357E+001,-8.1949122E-003, 5.8974099E-004, 1.1569716E-001,-6.1658309E-004, 6.2978979E-004, 9.0000000E-001
 4.0002812E+001,-8.2140562E-003, 5.8745575E-004, 1.1615244E-001,-1.1176085E-003, 2.4243550E-004, 9.0000000E-001
 4.0635268E+001,-8.2271960E-003, 5.8520184E-004, 1.1616789E-001,-1.4546072E-003,-2.9972054E-004, 9.0000000E-001
 4.1346780E+001,-8.2332147E-003, 5.8286712E-004, 1.1566125E-001,-1.4732272E-003,-7.5554551E-004, 9.0000000E-001
 4.1979236E+001,-8.2322419E-003, 5.8070661E-004, 1.1484511E-001,-1.0877811E-003,-8.8884130E-004, 9.0000000E-001
 4.2611691E+001,-8.2265881E-003, 5.7893256E-004, 1.1415610E-001,-4.0538499E-004,-6.8146832E-004, 9.0000000E-001
 4.3244147E+001,-8.2169890E-003, 5.7739756E-004, 1.1391816E-001, 4.0497148E-004,-2.6840953E-004, 9.0000000E-001
 4.3876603E+001,-8.2028234E-003, 5.7593953E-004, 1.1435354E-001, 1.0875491E-003, 1.8017032E-004, 9.0000000E-001
 4.4509058E+001,-8.1846447E-003, 5.7432232E-004, 1.1542796E-001, 1.3924128E-003, 5.1765372E-004, 9.0000000E-001
 4.5220571E+001,-8.1632033E-003, 5.7229262E-004, 1.1692033E-001, 1.1498536E-003, 6.6661892E-004, 9.0000000E-001
 4.5853026E+001,-8.1410673E-003, 5.6998230E-004, 1.1822543E-001, 4.1967075E-004, 6.0962050E-004, 9.0000000E-001
 4.6485482E+001,-8.1191932E-003, 5.6764232E-004, 1.1881265E-001,-4.4164138E-004, 4.2907616E-004, 9.0000000E-001
 4.7117937E+001,-8.0956373E-003, 5.6525516E-004, 1.1856760E-001,-1.0931402E-003, 2.1277519E-004, 9.0000000E-001
 4.7750393E+001,-8.0706449E-003, 5.6288878E-004, 1.1759929E-001,-1.2284830E-003, 2.5244283E-005, 9.0000000E-001
 4.8382848E+001,-8.0448454E-003, 5.6057530E-004, 1.1628646E-001,-7.4660211E-004,-1.1098105E-004, 9.0000000E-001
 4.9094361E+001,-8.0162513E-003, 5.5824507E-004, 1.1505872E-001, 2.5225864E-004,-2.1898283E-004, 9.0000000E-001
 4.9726816E+001,-7.9856273E-003, 5.5610026E-004, 1.1442598E-001, 1.2962900E-003,-3.2403433E-004, 9.0000000E-001
 5.0359272E+001,-7.9554802E-003, 5.5424335E-004, 1.1452632E-001, 1.8537838E-003,-4.2692321E-004, 9.0000000E-001
 5.0991727E+001,-7.9249385E-003, 5.5252295E-004, 1.1513679E-001, 1.7230876E-003,-5.0552298E-004, 9.0000000E-001
 5.1624183E+001,-7.8938349E-003, 5.5088948E-004, 1.1591375E-001, 9.3840228E-004,-5.2385016E-004, 9.0000000E-001
 5.2256638E+001,-7.8611458E-003, 5.4922815E-004, 1.1649217E-001,-1.7876265E-004,-4.7271992E-004, 9.0000000E-001
 5.2968151E+001,-7.8239148E-003, 5.4733565E-004, 1.1664271E-001,-1.2019981E-003,-3.7987401E-004, 9.0000000E-001
 5.3600606E+001,-7.7854486E-003, 5.4529629E-004, 1.1635867E-001,-1.6032328E-003,-3.1333356E-004, 9.0000000E-001
 5.4233062E+001,-7.7509888E-003, 5.4326428E-004, 1.1592945E-001,-1.2280902E-003,-3.1848925E-004, 9.0000000E-001
 5.4865517E+001,-7.7201590E-003, 5.4118206E-004, 1.1565676E-001,-3.0898229E-004,-3.8207728E-004, 9.0000000E-001
 5.5497973E+001,-7.6929374E-003, 5.3911661E-004, 1.1575845E-001, 7.1596796E-004,-4.5198043E-004, 9.0000000E-001
 5.6130428E+001,-7.6674027E-003, 5.3712147E-004, 1.1626041E-001, 1.3495778E-003,-4.5646477E-004, 9.0000000E-001
 5.6762884E+001,-7.6398572E-003, 5.3525718E-004, 1.1697681E-001, 1.2759076E-003,-3.3927572E-004, 9.0000000E-001
 5.7474396E+001,-7.6046838E-003, 5.3345711E-004, 1.1761840E-001, 4.4816121E-004,-7.5733343E-005, 9.0000000E-001
 5.8106852E+001,-7.5630635E-003, 5.3179911E-004, 1.1782956E-001,-7.2308944E-004, 2.4773307E-004, 9.0000000E-001
 5.8739308E+001,-7.5200307E-003, 5.3034817E-004, 1.1754166E-001,-1.6113019E-003, 4.7300646E-004, 9.0000000E-001
 5.9371763E+001,-7.4756905E-003, 5.2902372E-004, 1.1696572E-001,-1.8835872E-003, 4.9410295E-004, 9.0000000E-001
 6.0004219E+001,-7.4304153E-003, 5.2782097E-004, 1.1643999E-001,-1.4333531E-003, 2.6574040E-004, 9.0000000E-001
 6.0636674E+001,-7.3835446E-003, 5.2666709E-004, 1.1629702E-001,-4.8708042E-004,-1.3801348E-004, 9.0000000E-001
 6.1348187E+001,-7.3321419E-003, 5.2538374E-004, 1.1676732E-001, 5.4266168E-004,-5.7274414E-004, 9.0000000E-001
 6.1980642E+001,-7.2802645E-003, 5.2399999E-004, 1.1779401E-001, 1.0634883E-003,-8.1940703E-004, 9.0000000E-001
 6.2613098E+001,-7.2321910E-003, 5.2264159E-004, 1.1899760E-001, 8.1879815E-004,-7.7868707E-004, 9.0000000E-001
 6.3245553E+001,-7.1853882E-003, 5.2124747E-004, 1.2005147E-001,-2.1555060E-005,-5.0633479E-004, 9.0000000E-001
 6.3878009E+001,-7.1404942E-003, 5.1976768E-004, 1.2064050E-001,-1.0705292E-003,-1.2620104E-004, 9.0000000E-001
 6.4510464E+001,-7.0983072E-003, 5.1815860E-004, 1.2062534E-001,-1.8630393E-003, 2.0715226E-004, 9.0000000E-001
 6.5221977E+001,-7.0567829E-003, 5.1634636E-004, 1.2004145E-001,-2.0597479E-003, 3.7062340E-004, 9.0000000E-001
 6.5854432E+001,-7.0186753E-003, 5.1453346E-004, 1.1918956E-001,-1.5769416E-003, 2.9055827E-004, 9.0000000E-001
 6.6486888E+001,-6.9859364E-003, 5.1289476E-004, 1.1846638E-001,-7.4304486E-004, 3.6201495E-005, 9.0000000E-001
 6.7119343E+001,-6.9558258E-003, 5.1133086E-004, 1.1804486E-001, 7.2974357E-005,-2.6160659E-004, 9.0000000E-001
 6.7751799E+001,-6.9273188E-003, 5.0983834E-004, 1.1798893E-001, 5.6378504E-004,-4.5443785E-004, 9.0000000E-001
 6.8384254E+001,-6.8990880E-003, 5.0843962E-004, 1.1822692E-001, 6.2808211E-004,-4.3815393E-004, 9.0000000E-001
 6.9016710E+001,-6.8705040E-003, 5.0714286E-004, 1.1862088E-001, 4.0106380E-004,-1.9902770E-004, 9.0000000E-001
 6.9728222E+001,-6.8400871E-003, 5.0582939E-004, 1.1907229E-001, 1.5215119E-004, 2.0789443E-004, 9.0000000E-001
 7.0360678E+001,-6.8103267E-003, 5.0452549E-004, 1.1949246E-001, 1.7239215E-004, 6.1188934E-004, 9.0000000E-001
 7.0993133E+001,-6.7834396E-003, 5.0329115E-004, 1.1986453E-001, 5.1375118E-004, 8.5132789E-004, 9.0000000E-001
 7.1625589E+001,-6.7586658E-003, 5.0204503E-004, 1.2023226E-001, 1.0110999E-003, 8.8504997E-004, 9.0000000E-001
 7.2258045E+001,-6.7374466E-003, 5.0078012E-004, 1.2057080E-001, 1.3932624E-003, 7.2723124E-004, 9.0000000E-001
 7.2890500E+001,-6.7211962E-003, 4.9949716E-004, 1.2079384E-001, 1.4228307E-003, 4.5927799E-004, 9.0000000E-001
 7.3602013E+001,-6.7106661E-003, 4.9812330E-004, 1.2076648E-001, 9.8571194E-004, 1.7612725E-004, 9.0000000E-001
 7.4234468E+001,-6.7074853E-003, 4.9676084E-004, 1.2037470E-001, 2.4430661E-004,-5.9402566E-006, 9.0000000E-001
 7.4866924E+001,-6.7116346E-003, 4.9549684E-004, 1.1967266E-001,-4.3372716E-004,-4.5817247E-005, 9.0000000E-001
 7.5499379E+001,-6.7222602E-003, 4.9424739E-004, 1.1878336E-001,-8.0812384E-004, 1.5351876E-005, 9.0000000E-001
 7.6131835E+001,-6.7382947E-003, 4.9302484E-004, 1.1791840E-001,-7.5788707E-004, 1.1535378E-004, 9.0000000E-001
 7.6764290E+001,-6.7582985E-003, 4.9184144E-004, 1.1729546E-001,-3.6981213E-004, 1.8690739E-004, 9.0000000E-001
 7.7475803E+001,-6.7822106E-003, 4.9060912E-004, 1.1707052E-001, 1.4645328E-004, 1.8283642E-004, 9.0000000E-001
 7.8108258E+001,-6.8067837E-003, 4.8937335E-004, 1.1732216E-001, 4.8227723E-004, 9.7013259E-005, 9.0000000E-001
 7.8740714E+001,-6.8288318E-003, 4.8818158E-004, 1.1791921E-001, 4.8599506E-004,-2.1185522E-005, 9.0000000E-001
 7.9373169E+001,-6.8490097E-003, 4.8694342E-004, 1.1869145E-001, 2.3143246E-004,-1.1548239E-004, 9.0000000E-001
 8.0005625E+001,-6.8667187E-003, 4.8564752E-004, 1.1944812E-001,-1.0373013E-004,-1.2660510E-004, 9.0000000E-001
 8.0638080E+001,-6.8807411E-003, 4.8429430E-004, 1.2003258E-001,-3.1098147E-004,-1.1138389E-005, 9.0000000E-001
 8.1270536E+001,-6.8897652E-003, 4.8290091E-004, 1.2036189E-001,-2.6998844E-004, 2.4322888E-004, 9.0000000E-001
 8.1982048E+001,-6.8927691E-003, 4.8140741E-004, 1.2043305E-001,-8.0685711E-008, 6.2861653E-004, 9.0000000E-001
 8.2614504E+001,-6.8892165E-003, 4.7993049E-004, 1.2030294E-001, 2.9596418E-004, 1.0339433E-003, 9.0000000E-001
 8.3246959E+001,-6.8804358E-003, 4.7860276E-004, 1.2009113E-001, 3.9066360E-004, 1.3102254E-003, 9.0000000E-001
 8.3879415E+001,-6.8681486E-003, 4.7739526E-004, 1.1987789E-001, 2.1448211E-004, 1.3736264E-003, 9.0000000E-001
 8.4511870E+001,-6.8535095E-003, 4.7631838E-004, 1.1971402E-001,-1.6769443E-004, 1.1697310E-003, 9.0000000E-001
 8.5144326E+001,-6.8376081E-003, 4.7531540E-004, 1.1961865E-001,-5.7255901E-004, 7.2307078E-004, 9.0000000E-001
 8.5855838E+001,-6.8212819E-003, 4.7425320E-004, 1.1959197E-001,-7.9020321E-004, 8.5295841E-005, 9.0000000E-001
 8.6488294E+001,-6.8073261E-003, 4.7317616E-004, 1.1963356E-001,-6.5440275E-004,-5.7493197E-004, 9.0000000E-001
 8.7120750E+001,-6.7974272E-003, 4.7216921E-004, 1.1973292E-001,-2.2751116E-004,-1.0884401E-003, 9.0000000E-001
 8.7753205E+001,-6.7907840E-003, 4.7114944E-004, 1.1987978E-001, 3.0791654E-004,-1.3988379E-003, 9.0000000E-001
 8.8385661E+001,-6.7869314E-003, 4.7004406E-004, 1.2004490E-001, 7.3175690E-004,-1.4479653E-003, 9.0000000E-001
 8.9018116E+001,-6.7854767E-003, 4.6880997E-004, 1.2018155E-001, 8.9598581E-004,-1.2321674E-003, 9.0000000E-001
 8.9729629E+001,-6.7858516E-003, 4.6740761E-004, 1.2024670E-001, 7.7995486E-004,-7.8194392E-004, 9.0000000E-001
 9.0362084E+001,-6.7875112E-003, 4.6599176E-004, 1.2021839E-001, 5.1867735E-004,-2.4224539E-004, 9.0000000E-001
 9.0994540E+001,-6.7894795E-003, 4.6464445E-004, 1.2013453E-001, 3.2016678E-004, 2.1534787E-004, 9.0000000E-001
 9.1626995E+001,-6.7915482E-003, 4.6319692E-004, 1.2005280E-001, 2.7959934E-004, 5.2914304E-004, 9.0000000E-001
 9.2259451E+001,-6.7935317E-003, 4.6155301E-004, 1.2002929E-001, 3.7602877E-004, 6.6027804E-004, 9.0000000E-001
 9.2891906E+001,-6.7950210E-003, 4.5966518E-004, 1.2009910E-001, 4.7557866E-004, 6.2013606E-004, 9.0000000E-001
 9.3603419E+001,-6.7955330E-003, 4.5740231E-004, 1.2028014E-001, 4.0682997E-004, 4.4245822E-004, 9.0000000E-001
 9.4235874E+001,-6.7939583E-003, 4.5495888E-004, 1.2053844E-001, 8.7038668E-005, 2.0027780E-004, 9.0000000E-001
 9.4868330E+001,-6.7894371E-003, 4.5262619E-004, 1.2080861E-001,-3.7028791E-004,-3.3804973E-005, 9.0000000E-001
 9.5500785E+001,-6.7813178E-003, 4.5040343E-004, 1.2105972E-001,-7.9593377E-004,-2.4840430E-004, 9.0000000E-001
 9.6133241E+001,-6.7691516E-003, 4.4829889E-004, 1.2125576E-001,-1.0152990E-003,-4.4083011E-004, 9.0000000E-001
 9.6765696E+001,-6.7530907E-003, 4.4609800E-004, 1.2136657E-001,-9.5703853E-004,-6.1235894E-004, 9.0000000E-001
 9.7398152E+001,-6.7335020E-003, 4.4346277E-004, 1.2136530E-001,-6.9932657E-004,-7.5685302E-004, 9.0000000E-001
 9.8109664E+001,-6.7092690E-003, 4.3989778E-004, 1.2121977E-001,-4.2615045E-004,-8.6975587E-004, 9.0000000E-001
 9.8742120E+001,-6.6816017E-003, 4.3548893E-004, 1.2093295E-001,-3.7845771E-004,-9.4068311E-004, 9.0000000E-001
 9.9374575E+001,-6.6528990E-003, 4.3057082E-004, 1.2056246E-001,-6.2336484E-004,-9.7951230E-004, 9.0000000E-001
 1.0000703E+002,-6.6226448E-003, 4.2490377E-004, 1.2015598E-001,-1.0304393E-003,-1.0053846E-003, 9.0000000E-001
 1.0063949E+002,-6.5921810E-003, 4.1840767E-004, 1.1979433E-001,-1.3543110E-003,-1.0175872E-003, 9.0000000E-001
 1.0127194E+002,-6.5627051E-003, 4.1098476E-004, 1.1956250E-001,-1.3509025E-003,-9.9183401E-004, 9.0000000E-001
 1.0198345E+002,-6.5341822E-003, 4.0194016E-004, 1.1952760E-001,-8.6534229E-004,-8.7799586E-004, 9.0000000E-001
 1.0261591E+002,-6.5099103E-003, 3.9147033E-004, 1.1970996E-001,-1.5935930E-005,-6.4453027E-004, 9.0000000E-001
 1.0324837E+002,-6.4917886E-003, 3.7980575E-004, 1.2002730E-001, 8.2818640E-004,-3.1743887E-004, 9.0000000E-001
 1.0388082E+002,-6.4786383E-003, 3.6580887E-004, 1.2038916E-001, 1.3799197E-003, 6.4492595E-005, 9.0000000E-001
 1.0451328E+002,-6.4702741E-003, 3.4902543E-004, 1.2069971E-001, 1.4276002E-003, 4.2367911E-004, 9.0000000E-001
 1.0514573E+002,-6.4659532E-003, 3.2941257E-004, 1.2088860E-001, 9.8446047E-004, 6.7331036E-004, 9.0000000E-001
 1.0585724E+002,-6.4650718E-003, 3.0573839E-004, 1.2092498E-001, 2.4830190E-004, 7.3846703E-004, 9.0000000E-001
 1.0648970E+002,-6.4664650E-003, 2.7900760E-004, 1.2082346E-001,-3.5689254E-004, 5.8191573E-004, 9.0000000E-001
 1.0712216E+002,-6.4686422E-003, 2.4942290E-004, 1.2066218E-001,-5.1840733E-004, 2.8216517E-004, 9.0000000E-001
 1.0775461E+002,-6.4706202E-003, 2.1327371E-004, 1.2050841E-001,-2.4317959E-004,-5.0025743E-005, 9.0000000E-001
 1.0838707E+002,-6.4716684E-003, 1.6952249E-004, 1.2041084E-001, 2.7550582E-004,-2.9443652E-004, 9.0000000E-001
 1.0901952E+002,-6.4712167E-003, 1.1990084E-004, 1.2038577E-001, 7.2635306E-004,-3.7545131E-004, 9.0000000E-001
 1.0965198E+002,-6.4692727E-003, 6.8547369E-005, 1.2042418E-001, 8.5196984E-004,-2.9418996E-004, 9.0000000E-001
 1.1036349E+002,-6.4658275E-003, 1.7435830E-005, 1.2051776E-001, 5.5654930E-004,-1.1937271E-004, 9.0000000E-001
 1.1099595E+002,-6.4617369E-003,-2.5765536E-005, 1.2065912E-001, 1.9954445E-005, 2.0436497E-006, 9.0000000E-001
 1.1162840E+002,-6.4579486E-003,-5.5029719E-005, 1.2084804E-001,-3.9885803E-004,-4.9764221E-005, 9.0000000E-001
 1.1226086E+002,-6.4550210E-003,-6.9052850E-005, 1.2110337E-001,-4.7753323E-004,-2.9033552E-004, 9.0000000E-001
 1.1289331E+002,-6.4536110E-003,-6.4959235E-005, 1.2142039E-001,-1.5698126E-004,-6.4074963E-004, 9.0000000E-001
 1.1352577E+002,-6.4539366E-003,-4.3726489E-005, 1.2176462E-001, 3.9305310E-004,-9.4539463E-004, 9.0000000E-001
 1.1423728E+002,-6.4563872E-003,-7.6180981E-006, 1.2208993E-001, 8.7523048E-004,-1.0344977E-003, 9.0000000E-001
 1.1486974E+002,-6.4610011E-003, 3.5307844E-005, 1.2229564E-001, 9.4048392E-004,-7.9069886E-004, 9.0000000E-001
 1.1550219E+002,-6.4669204E-003, 7.6764287E-005, 1.2232491E-001, 5.2765670E-004,-2.9109043E-004, 9.0000000E-001
 1.1613465E+002,-6.4739874E-003, 1.1546378E-004, 1.2219542E-001,-1.6218705E-004, 3.0184572E-004, 9.0000000E-001
 1.1676710E+002,-6.4814276E-003, 1.4903228E-004, 1.2196212E-001,-8.0082767E-004, 7.7289024E-004, 9.0000000E-001
 1.1739956E+002,-6.4883471E-003, 1.7643728E-004, 1.2171719E-001,-1.0863816E-003, 9.5034473E-004, 9.0000000E-001
 1.1811107E+002,-6.4939262E-003, 1.9881090E-004, 1.2154804E-001,-8.7665794E-004, 7.6007984E-004, 9.0000000E-001
 1.1874353E+002,-6.4969745E-003, 2.1463015E-004, 1.2152627E-001,-3.1940434E-004, 3.0157921E-004, 9.0000000E-001
 1.1937598E+002,-6.4970591E-003, 2.2223939E-004, 1.2163095E-001, 1.9747782E-004,-1.7215613E-004, 9.0000000E-001
 1.2000844E+002,-6.4941186E-003, 2.1962151E-004, 1.2179017E-001, 4.0058853E-004,-4.7139586E-004, 9.0000000E-001
 1.2064089E+002,-6.4883016E-003, 2.0141979E-004, 1.2192283E-001, 1.8003418E-004,-4.6790947E-004, 9.0000000E-001
 1.2127335E+002,-6.4801910E-003, 1.6074930E-004, 1.2196823E-001,-3.2612267E-004,-1.7162052E-004, 9.0000000E-001
 1.2190580E+002,-6.4701784E-003, 9.0134042E-005, 1.2191153E-001,-8.0567144E-004, 2.7357341E-004, 9.0000000E-001
 1.2261732E+002,-6.4583667E-003,-2.5467123E-005, 1.2178033E-001,-9.2935555E-004, 6.7166684E-004, 9.0000000E-001
 1.2324977E+002,-6.4462983E-003,-1.8439203E-004, 1.2165881E-001,-5.1777360E-004, 7.9016553E-004, 9.0000000E-001
 1.2388223E+002,-6.4355068E-003,-3.6846846E-004, 1.2163072E-001, 2.3130483E-004, 5.5982791E-004, 9.0000000E-001
 1.2451468E+002,-6.4259652E-003,-5.6918486E-004, 1.2172602E-001, 9.8940073E-004, 6.5483882E-005, 9.0000000E-001
 1.2514714E+002,-6.4182356E-003,-7.6426778E-004, 1.2193419E-001, 1.4133578E-003,-5.1824282E-004, 9.0000000E-001
 1.2577959E+002,-6.4124360E-003,-9.3452855E-004, 1.2220492E-001, 1.3302822E-003,-9.7916764E-004, 9.0000000E-001
 1.2649111E+002,-6.4085428E-003,-1.0795227E-003, 1.2248999E-001, 7.8400289E-004,-1.1605950E-003, 9.0000000E-001
 1.2712356E+002,-6.4071794E-003,-1.1962376E-003, 1.2271637E-001, 1.1924269E-004,-1.0120874E-003, 9.0000000E-001
